"amostra";"largura";"altura";"temperatura"
"Amostra 18351";61.02;100.61;1.64
"Amostra 18352";108.68;86.12;-0.84
"Amostra 18353";69.37;43.88;1.28
"Amostra 18354";17.84;53.58;4.06
"Amostra 18355";0.1;54.22;-8.66
"Amostra 18356";96.1;62.15;3.11
"Amostra 18357";116.37;25.55;8.15
"Amostra 18358";16.09;147.29;-7.83
"Amostra 18359";27.28;52.76;-3.33
"Amostra 18360";52.4;84.36;7.88
"Amostra 18361";62.04;4.86;11.4
"Amostra 18362";200.33;23.21;3.55
"Amostra 18363";103.08;96.07;-9.14
"Amostra 18364";42.34;108.54;2.94
"Amostra 18365";0.43;37.35;9.11
"Amostra 18366";107.6;105.79;-1.23
"Amostra 18367";4.34;55.34;-6.26
"Amostra 18368";8.57;22.15;-12.32
"Amostra 18369";26.88;79.4;-5.61
"Amostra 18370";153.98;204.05;6.21
"Amostra 18371";56.34;14.98;-9.98
"Amostra 18372";112.12;20.85;6.99
"Amostra 18373";41.57;2.6;-3.23
"Amostra 18374";6.41;49.8;12.48
"Amostra 18375";63.93;41.27;-10.36
"Amostra 18376";272.59;80.75;14.21
"Amostra 18377";50.5;114.95;10.93
"Amostra 18378";172.69;26.27;3.18
"Amostra 18379";83.75;41.66;-0.26
"Amostra 18380";24.81;172.48;1.31
"Amostra 18381";28.99;59.41;-1
"Amostra 18382";37.25;228.05;19.35
"Amostra 18383";11.58;150.96;-7.11
"Amostra 18384";55.79;58.27;-16.76
"Amostra 18385";166.42;62.48;-0.09
"Amostra 18386";10.22;81.71;4.65
"Amostra 18387";125.08;122.65;-1.84
"Amostra 18388";67.96;45.59;-16.27
"Amostra 18389";13.29;95.75;-8.04
"Amostra 18390";89.41;45.78;-7.66
"Amostra 18391";77.54;45.18;-1.7
"Amostra 18392";149.71;52.88;5.46
"Amostra 18393";55.95;150.32;-10.46
"Amostra 18394";101.12;383.87;-3.91
"Amostra 18395";21.42;4.57;-8.58
"Amostra 18396";172.46;9.04;7.6
"Amostra 18397";75.03;17.18;-8.93
"Amostra 18398";91.7;97.98;-1.93
"Amostra 18399";40.67;14.25;4.86
"Amostra 18400";73.49;20.11;5.59
"Amostra 18401";134.63;78.97;-14.4
"Amostra 18402";0.92;24.11;-18.11
"Amostra 18403";81.7;135.54;-2.65
"Amostra 18404";145.67;1.08;-17.62
"Amostra 18405";97.68;13.08;4.51
"Amostra 18406";104.94;40.37;11.4
"Amostra 18407";75.2;1.09;-13.37
"Amostra 18408";23.96;2.11;-2.62
"Amostra 18409";22.5;256.23;8.04
"Amostra 18410";14.19;71.58;-6.15
"Amostra 18411";101.98;21.54;21.65
"Amostra 18412";22.31;91.76;8.8
"Amostra 18413";64.85;187.63;25.71
"Amostra 18414";6.3;187.79;2.77
"Amostra 18415";110.94;6.14;12.39
"Amostra 18416";75.59;18.3;-3.33
"Amostra 18417";133.07;77.62;-4.68
"Amostra 18418";22.03;28.7;21.77
"Amostra 18419";41.82;27.08;-4.34
"Amostra 18420";13.96;33.71;-9.76
"Amostra 18421";161.47;60.1;0.25
"Amostra 18422";42.28;67.67;0.29
"Amostra 18423";91.86;24.25;20.28
"Amostra 18424";56.5;20.66;-3.06
"Amostra 18425";148.77;129.62;-5.55
"Amostra 18426";137.84;38.32;-2.06
"Amostra 18427";36.23;70.59;-7.53
"Amostra 18428";119.7;50.77;-9.26
"Amostra 18429";189.86;202.26;0.24
"Amostra 18430";140.52;96.01;0.64
"Amostra 18431";7.61;134.01;-1.01
"Amostra 18432";183.09;5.17;29.43
"Amostra 18433";187.55;106.61;-0.47
"Amostra 18434";26.21;24.96;-7.19
"Amostra 18435";86.67;16.22;-1.34
"Amostra 18436";98.79;47.79;-16.34
"Amostra 18437";34.99;9.58;-2.99
"Amostra 18438";54.07;148.9;-15.89
"Amostra 18439";133.77;40.45;-2.21
"Amostra 18440";25.28;62.73;-8.57
"Amostra 18441";219.65;40.42;-5.68
"Amostra 18442";92.88;125.8;14.94
"Amostra 18443";49.6;89.25;-1.93
"Amostra 18444";25.09;149.13;-7.38
"Amostra 18445";91.99;70.66;16.95
"Amostra 18446";134.24;40.49;5.25
"Amostra 18447";78.78;77.66;10.04
"Amostra 18448";29.26;17.88;-2.69
"Amostra 18449";27.89;147.65;8.94
"Amostra 18450";107.9;143.68;1.66
"Amostra 18451";136.88;50.28;15.05
"Amostra 18452";140.41;0.04;-2.11
"Amostra 18453";26.31;16.54;-5
"Amostra 18454";40.05;60.23;6.46
"Amostra 18455";86.53;106.74;-3.64
"Amostra 18456";34;80.96;-2.22
"Amostra 18457";55.62;80.95;-14.12
"Amostra 18458";8.88;19.49;14.49
"Amostra 18459";8.88;64.83;-7.15
"Amostra 18460";74.16;11.19;7
"Amostra 18461";186.46;40.12;-20.5
"Amostra 18462";39.57;121.18;1.04
"Amostra 18463";82.83;0.02;-1.23
"Amostra 18464";4.65;36.61;-12.96
"Amostra 18465";40.03;91.6;8.52
"Amostra 18466";98.73;105.54;0.12
"Amostra 18467";74.58;163.29;10.66
"Amostra 18468";140.18;3.01;6.32
"Amostra 18469";33.98;61.9;16.39
"Amostra 18470";37.93;110.99;-2.9
"Amostra 18471";110.38;47.86;15.28
"Amostra 18472";41.25;96.54;-3.54
"Amostra 18473";49.58;222.27;12.3
"Amostra 18474";30.89;46.02;11.36
"Amostra 18475";152.27;39.51;-2.46
"Amostra 18476";37.13;137.83;16.16
"Amostra 18477";61.48;61.3;-3.37
"Amostra 18478";284.59;7.77;-5.93
"Amostra 18479";57.39;15.82;-15.77
"Amostra 18480";54.33;54.22;-7.41
"Amostra 18481";135.45;111.62;1.14
"Amostra 18482";29.99;23.77;1.64
"Amostra 18483";118.77;26.09;2.18
"Amostra 18484";71;131.22;-8.99
"Amostra 18485";68.76;44.19;-20.03
"Amostra 18486";103.75;20.7;-3.57
"Amostra 18487";50.95;86.38;-5.94
"Amostra 18488";36.88;31.32;9.14
"Amostra 18489";147;105.9;-5.83
"Amostra 18490";30.4;108.96;-3.03
"Amostra 18491";214.98;80.82;7.32
"Amostra 18492";9.33;64.07;0.13
"Amostra 18493";61.52;61.37;-14.22
"Amostra 18494";120.46;10.64;2.74
"Amostra 18495";51.02;7.27;2.24
"Amostra 18496";65.89;54.27;-4.31
"Amostra 18497";196.89;107.46;7.58
"Amostra 18498";91.66;103.09;0.59
"Amostra 18499";161.3;86.6;5.92
"Amostra 18500";5.68;213.28;2.28
"Amostra 18501";93.61;160.58;3.95
"Amostra 18502";186.67;5.99;4.29
"Amostra 18503";33.62;74.89;-1.8
"Amostra 18504";0.4;136.46;-8.47
"Amostra 18505";151;26;-7.68
"Amostra 18506";96.49;166.62;8.47
"Amostra 18507";53.72;58.62;8.68
"Amostra 18508";72.45;13.95;-3.43
"Amostra 18509";305.52;12.08;-0.59
"Amostra 18510";40.7;157.82;16.82
"Amostra 18511";263.43;25.83;-9.33
"Amostra 18512";212.42;11.23;1.51
"Amostra 18513";121.43;115.88;-7.31
"Amostra 18514";22.28;21.75;-12.53
"Amostra 18515";73.85;209.53;-3.9
"Amostra 18516";35.76;280.18;-4.67
"Amostra 18517";162.11;62.77;-2.86
"Amostra 18518";104.83;88.96;-10.75
"Amostra 18519";169.89;77.17;-4.95
"Amostra 18520";134.99;18.19;-12.15
"Amostra 18521";118.23;76.08;-1.57
"Amostra 18522";87.88;28.87;-1.7
"Amostra 18523";77.89;49.2;-10.93
"Amostra 18524";98.64;215.53;-9.42
"Amostra 18525";152.29;167.07;-7.96
"Amostra 18526";45.13;25.47;9.98
"Amostra 18527";107.65;72.06;16.12
"Amostra 18528";4.01;17.89;2.39
"Amostra 18529";41.18;193.21;-1.28
"Amostra 18530";29.92;18.69;-12.35
"Amostra 18531";29.1;32.17;-18.15
"Amostra 18532";140.61;89.52;-14.52
"Amostra 18533";74.7;119.23;-5.2
"Amostra 18534";48.02;14.68;12.27
"Amostra 18535";57.14;93.69;8.28
"Amostra 18536";42.34;93.88;7.39
"Amostra 18537";198.37;12.45;12.72
"Amostra 18538";15.67;52.51;-3.92
"Amostra 18539";20.95;62.66;-9.19
"Amostra 18540";113.03;110.62;-11
"Amostra 18541";27.53;173.47;5.46
"Amostra 18542";74.48;108.64;-7.53
"Amostra 18543";23.49;9.79;-6.27
"Amostra 18544";150.76;17.1;2.42
"Amostra 18545";80.65;60.2;-2.68
"Amostra 18546";124.37;70.54;-3.13
"Amostra 18547";55.09;86.51;9.13
"Amostra 18548";15.51;15.8;-6.15
"Amostra 18549";83.93;160.11;-17.09
"Amostra 18550";159.78;94.71;-4.91
"Amostra 18551";103.82;18.05;-14.64
"Amostra 18552";200.25;96.06;-9.39
"Amostra 18553";124.9;104.41;-14.65
"Amostra 18554";60.98;24.58;26.13
"Amostra 18555";88.59;110.15;-1.48
"Amostra 18556";187.83;53.15;-2.97
"Amostra 18557";59.01;20.76;10.31
"Amostra 18558";16.9;28.4;1.58
"Amostra 18559";176.74;122.54;3.98
"Amostra 18560";161.64;44.67;5.71
"Amostra 18561";86;25.42;2.09
"Amostra 18562";43.19;54.55;1.07
"Amostra 18563";115.46;61.6;7.9
"Amostra 18564";117.92;47.46;7.75
"Amostra 18565";57.32;14.86;14.32
"Amostra 18566";121.01;80.7;-0.7
"Amostra 18567";169.82;72.49;-3.38
"Amostra 18568";211.42;124.39;-0.53
"Amostra 18569";6.08;26.36;-13.61
"Amostra 18570";80.57;15.17;-0.88
"Amostra 18571";11.19;53.38;8.93
"Amostra 18572";114.39;229.33;-1.28
"Amostra 18573";110.55;226.53;19.32
"Amostra 18574";40.89;111.37;17.03
"Amostra 18575";113.19;145.82;-9.39
"Amostra 18576";56.14;199.55;6.7
"Amostra 18577";189.35;17.54;8.6
"Amostra 18578";15.84;79.76;-24.31
"Amostra 18579";29.8;81.01;-4.23
"Amostra 18580";38.71;19.66;-8.36
"Amostra 18581";140.91;9.73;17.62
"Amostra 18582";21.67;3.26;-8.56
"Amostra 18583";45.8;91.45;-4.15
"Amostra 18584";158.07;74.13;-8.52
"Amostra 18585";45.94;100.22;23.9
"Amostra 18586";104.3;7.87;-22.57
"Amostra 18587";166.69;133.16;4.85
"Amostra 18588";147.47;175.16;4.75
"Amostra 18589";49.75;172.16;13.39
"Amostra 18590";111.15;20.63;-3.36
"Amostra 18591";12.55;10.2;-9.62
"Amostra 18592";60.41;40.96;-16.68
"Amostra 18593";2.38;14.31;-8.28
"Amostra 18594";29.74;58.29;11.69
"Amostra 18595";29.43;7.55;4.91
"Amostra 18596";12.16;25.74;0.03
"Amostra 18597";171;18.91;15.94
"Amostra 18598";18.96;0.65;9.27
"Amostra 18599";7.74;70.72;-1.49
"Amostra 18600";60.66;84.72;-8.05
"Amostra 18601";20.39;15.03;-0.35
"Amostra 18602";114.81;60.51;10.35
"Amostra 18603";171.86;127.94;-4.47
"Amostra 18604";25.64;92.56;-9.49
"Amostra 18605";88.61;24.44;-9.27
"Amostra 18606";149.9;55.37;-1.94
"Amostra 18607";16.3;134.54;12.85
"Amostra 18608";125.18;29.9;-3.88
"Amostra 18609";73.35;28.33;21.14
"Amostra 18610";128.82;40.29;13.4
"Amostra 18611";47.67;0.7;3.68
"Amostra 18612";153.92;80.54;-12.43
"Amostra 18613";3.94;93.96;-0.18
"Amostra 18614";141.82;57.27;0.28
"Amostra 18615";158.81;294.54;0.51
"Amostra 18616";150.48;8.73;-0.91
"Amostra 18617";45.51;79.08;16.29
"Amostra 18618";6.94;70.8;-2.77
"Amostra 18619";29.98;52.4;9.53
"Amostra 18620";127;55.94;0.77
"Amostra 18621";86.18;119.22;-0.3
"Amostra 18622";20.85;89.86;5.92
"Amostra 18623";69.85;341.91;-14.52
"Amostra 18624";34.93;72.4;8.64
"Amostra 18625";19.96;114.43;-2.61
"Amostra 18626";27.74;120.58;10.52
"Amostra 18627";7.58;52.56;4.74
"Amostra 18628";178.32;51.17;-5.09
"Amostra 18629";151.39;3.66;-6.36
"Amostra 18630";65.98;173.41;-7.31
"Amostra 18631";165.67;9.51;-6.39
"Amostra 18632";6.02;21.58;10.83
"Amostra 18633";22.97;90.85;7.48
"Amostra 18634";25.61;69.28;5.37
"Amostra 18635";110.88;59.86;-11.17
"Amostra 18636";27.28;76.83;1.66
"Amostra 18637";13.12;90.39;-3.83
"Amostra 18638";5.75;113.15;-15.71
"Amostra 18639";8.86;312.06;-0.86
"Amostra 18640";107.6;134.34;20.76
"Amostra 18641";40.46;32.26;-15.93
"Amostra 18642";55.17;83.42;-12.09
"Amostra 18643";20.26;37.58;-5.35
"Amostra 18644";75.8;52.94;0.68
"Amostra 18645";91.28;119.86;-2.7
"Amostra 18646";163.85;158.25;6.93
"Amostra 18647";95.06;22.63;10.28
"Amostra 18648";112.2;58.6;8.52
"Amostra 18649";68.68;180.95;-1.49
"Amostra 18650";67.03;26.6;-12.99
"Amostra 18651";144.42;79.36;9.7
"Amostra 18652";61.46;45.59;5.91
"Amostra 18653";49.38;85.18;1.94
"Amostra 18654";205;7.43;10.91
"Amostra 18655";41.05;34.39;21.35
"Amostra 18656";91.32;74.41;1.87
"Amostra 18657";53.27;229.6;-7.71
"Amostra 18658";154.3;35.11;6.4
"Amostra 18659";16.55;46.67;-11.74
"Amostra 18660";64.37;20.15;-14.6
"Amostra 18661";84.97;253.36;5.69
"Amostra 18662";70.22;111.2;-28.89
"Amostra 18663";23.2;113.07;-7.9
"Amostra 18664";24.58;101.92;1.86
"Amostra 18665";143.7;171.19;-3.62
"Amostra 18666";42.29;133.15;-20.4
"Amostra 18667";53.19;41.27;11.07
"Amostra 18668";8.55;135.13;-4.81
"Amostra 18669";25.36;3.42;9.67
"Amostra 18670";28.27;25.34;-9.01
"Amostra 18671";59.8;171.93;0.8
"Amostra 18672";124.16;56.87;18.47
"Amostra 18673";92.7;14.16;-4.07
"Amostra 18674";6.06;45.61;-8.47
"Amostra 18675";42.29;93.24;-25.05
"Amostra 18676";72.25;154.46;-10.89
"Amostra 18677";117.18;150.03;3.01
"Amostra 18678";278.47;189.58;2.01
"Amostra 18679";9.62;5.94;13.62
"Amostra 18680";72.02;22.9;-3.87
"Amostra 18681";9.03;174.5;-5.35
"Amostra 18682";89.12;225.06;-14.61
"Amostra 18683";109.1;71.28;3.57
"Amostra 18684";72.85;29.79;-5.64
"Amostra 18685";28.13;149.27;-15.89
"Amostra 18686";147.3;167.26;-1.06
"Amostra 18687";50.92;153.38;12.01
"Amostra 18688";20.18;43.66;4.78
"Amostra 18689";45.37;46.33;-5.16
"Amostra 18690";64.62;32.3;-4.17
"Amostra 18691";13.84;131.94;1.2
"Amostra 18692";106.64;45.69;5.78
"Amostra 18693";76.59;37.95;-17.69
"Amostra 18694";151.81;104.47;8.3
"Amostra 18695";180.09;273.58;11.53
"Amostra 18696";56.73;37.78;-24.08
"Amostra 18697";8.14;44.19;16.07
"Amostra 18698";112.18;47.79;-5.49
"Amostra 18699";47.73;156.98;-13.49
"Amostra 18700";22.9;63.96;-16.38
"Amostra 18701";211.85;8.81;8.42
"Amostra 18702";141.18;120.74;0.39
"Amostra 18703";156.42;45.65;-7.47
"Amostra 18704";126.32;38.39;-10.09
"Amostra 18705";93.69;83.68;-6.18
"Amostra 18706";52.56;45.63;18.95
"Amostra 18707";1.65;8.72;4.02
"Amostra 18708";76.02;10.8;4.41
"Amostra 18709";8.42;37.53;12.41
"Amostra 18710";135.21;9.44;8.39
"Amostra 18711";7.92;86.96;11.31
"Amostra 18712";1.06;0.89;-9.09
"Amostra 18713";56.04;46.05;-0.25
"Amostra 18714";49.08;13.09;-4.02
"Amostra 18715";0.93;81.81;-22.98
"Amostra 18716";40.12;18.15;4.08
"Amostra 18717";24.1;52;4.89
"Amostra 18718";177.57;1.81;1.09
"Amostra 18719";221.02;61.36;4
"Amostra 18720";126.06;88.74;0.06
"Amostra 18721";35.02;60.68;-9.04
"Amostra 18722";16.1;73.24;-20.7
"Amostra 18723";80.14;302.42;7.48
"Amostra 18724";167.68;30.51;0.87
"Amostra 18725";96.86;2.78;12.73
"Amostra 18726";14.89;5.55;-2.08
"Amostra 18727";108.9;38.38;-4.4
"Amostra 18728";17.01;27.99;0.16
"Amostra 18729";3.34;87.45;-2.62
"Amostra 18730";110.06;205.59;-3.53
"Amostra 18731";65.21;57.14;-17.59
"Amostra 18732";81.36;141.51;-5.03
"Amostra 18733";131.62;113.63;-0.84
"Amostra 18734";147.04;34.01;1.73
"Amostra 18735";5.48;94.11;-7.75
"Amostra 18736";39.46;15.76;-6.42
"Amostra 18737";96.32;45.88;5.49
"Amostra 18738";22.85;117.78;2.91
"Amostra 18739";61.85;22.27;-5.85
"Amostra 18740";22.66;51.74;-17.85
"Amostra 18741";25.2;151.74;-1.35
"Amostra 18742";139;54.94;7.1
"Amostra 18743";43.7;4.01;0.63
"Amostra 18744";1.71;131.48;9.65
"Amostra 18745";98.41;131.53;-10.93
"Amostra 18746";100.69;12;-2.66
"Amostra 18747";199.83;34.84;-2.88
"Amostra 18748";28.14;57.51;-6.43
"Amostra 18749";117.34;34.02;0.91
"Amostra 18750";17.17;27.3;4.35
"Amostra 18751";119.28;25.64;6.28
"Amostra 18752";3.3;109.21;5.34
"Amostra 18753";21.25;111.13;-2.15
"Amostra 18754";240.15;5.42;8.34
"Amostra 18755";231.48;17.74;-14.53
"Amostra 18756";141.35;154.39;-4.77
"Amostra 18757";53.15;80.43;-20.18
"Amostra 18758";204.15;6.95;-8.18
"Amostra 18759";17.61;2.9;-11.2
"Amostra 18760";97.14;48.14;6.76
"Amostra 18761";66.64;211.77;-3.16
"Amostra 18762";4.7;24.73;-5.79
"Amostra 18763";58.09;131.04;3.49
"Amostra 18764";30.85;104.6;-5.81
"Amostra 18765";41.77;145.04;15.72
"Amostra 18766";13.42;5.42;5.52
"Amostra 18767";13.38;91.03;2.69
"Amostra 18768";50.65;22.22;1.63
"Amostra 18769";159.66;59.71;6.2
"Amostra 18770";44.04;62.44;-11.38
"Amostra 18771";46.66;92.09;1.34
"Amostra 18772";47.36;124.3;-5.95
"Amostra 18773";100.24;14.89;9.99
"Amostra 18774";40.12;202.19;2.76
"Amostra 18775";19.8;3.28;3.2
"Amostra 18776";87.8;62.03;-15.07
"Amostra 18777";74.88;47.72;-10.36
"Amostra 18778";50.62;25.32;-2.82
"Amostra 18779";150.88;31.38;2.67
"Amostra 18780";74.64;106.48;-0.06
"Amostra 18781";81.12;283;-3.69
"Amostra 18782";114.23;37.69;0.76
"Amostra 18783";200.52;14.71;-0.86
"Amostra 18784";66.18;148.37;-16.21
"Amostra 18785";62.56;170.99;-10.05
"Amostra 18786";12.63;95.98;-8.48
"Amostra 18787";60.8;18.83;4.18
"Amostra 18788";38.91;60.32;12.88
"Amostra 18789";153.67;111.91;12.68
"Amostra 18790";193.39;126.22;-8.52
"Amostra 18791";39.85;32.82;10.6
"Amostra 18792";157.94;185.07;-15.66
"Amostra 18793";125.19;36.25;-5.11
"Amostra 18794";91.14;141.51;-9.25
"Amostra 18795";96.27;202.26;9.43
"Amostra 18796";11.49;57.87;9.42
"Amostra 18797";39.78;14.77;7.4
"Amostra 18798";108.79;3.71;8.89
"Amostra 18799";90.2;77.13;6.78
"Amostra 18800";81.92;43.83;-14.85
"Amostra 18801";112.69;84.12;-9.78
"Amostra 18802";221.54;68.06;18.37
"Amostra 18803";175.95;46.24;-9
"Amostra 18804";190.8;156.43;-13.25
"Amostra 18805";151.93;22.42;-19.27
"Amostra 18806";292.72;54.18;-12.37
"Amostra 18807";103.9;5.45;6.24
"Amostra 18808";103.63;73.68;-20.75
"Amostra 18809";75.17;22.04;-4.08
"Amostra 18810";23.69;77.38;14.94
"Amostra 18811";287.85;60.29;-4.67
"Amostra 18812";31.99;2.51;-9.04
"Amostra 18813";118.67;14.52;7.44
"Amostra 18814";42.72;81.08;-6.02
"Amostra 18815";53.15;107.31;4.49
"Amostra 18816";196.67;84.76;10.03
"Amostra 18817";39.29;11.91;5.52
"Amostra 18818";30.7;28.94;10.7
"Amostra 18819";41.27;38.56;-15.35
"Amostra 18820";161.32;6.65;7.92
"Amostra 18821";109.27;76.92;14.37
"Amostra 18822";159.33;121.89;0.16
"Amostra 18823";66.81;87.69;-35.75
"Amostra 18824";116.54;67.44;-0.8
"Amostra 18825";8.51;102.91;3.4
"Amostra 18826";195.22;91.3;-3.89
"Amostra 18827";7.32;13.63;5.51
"Amostra 18828";22.45;111.56;-3.41
"Amostra 18829";12.29;55.8;16.77
"Amostra 18830";189.34;253.68;-7.88
"Amostra 18831";71.83;34.26;-2.9
"Amostra 18832";210.01;22.56;1.02
"Amostra 18833";10.12;42.42;-11.35
"Amostra 18834";21.33;191.42;7.5
"Amostra 18835";82.75;6.59;-3.78
"Amostra 18836";87.6;100.46;-3.07
"Amostra 18837";76.01;16.37;-6.74
"Amostra 18838";3.35;29.98;-1.75
"Amostra 18839";0.07;25.29;1.73
"Amostra 18840";134.96;9.5;-11.38
"Amostra 18841";125.72;191.99;9.17
"Amostra 18842";104.49;159.39;6.71
"Amostra 18843";127.03;39.48;-4.43
"Amostra 18844";229.79;37.76;10
"Amostra 18845";20.2;154.97;-18.93
"Amostra 18846";15.05;118.53;10.05
"Amostra 18847";92.14;111.73;-14.78
"Amostra 18848";40.59;6.67;3.32
"Amostra 18849";4.1;146.33;4.89
"Amostra 18850";112.29;55.14;2.65
"Amostra 18851";170.38;82.64;1.62
"Amostra 18852";9.1;31.58;-5.77
"Amostra 18853";22.31;127.78;-1.9
"Amostra 18854";50.42;47.83;8.52
"Amostra 18855";41.96;219.18;-3.24
"Amostra 18856";155.97;63.04;-0.83
"Amostra 18857";51.83;59.35;3.15
"Amostra 18858";92.71;41.46;-14.49
"Amostra 18859";144.3;188.64;-1.03
"Amostra 18860";59.46;88.09;4.45
"Amostra 18861";115.6;130.2;6.4
"Amostra 18862";12.34;49.53;2.36
"Amostra 18863";21.09;55.2;-0.81
"Amostra 18864";22.18;27.84;8.73
"Amostra 18865";34.62;26.65;-9.77
"Amostra 18866";82.27;6.65;-8.38
"Amostra 18867";69.05;166.66;0
"Amostra 18868";40.77;124.1;-22.64
"Amostra 18869";96.24;200.91;9.99
"Amostra 18870";62.01;120.97;-21.39
"Amostra 18871";65.16;212.19;5.46
"Amostra 18872";71.24;86.23;5.3
"Amostra 18873";40.86;136.96;-0.31
"Amostra 18874";81.37;26.15;8.3
"Amostra 18875";69.07;26.51;7.16
"Amostra 18876";122.83;35.09;3.59
"Amostra 18877";171.95;67.61;-0.44
"Amostra 18878";173.91;114.03;8.1
"Amostra 18879";102.68;160.13;11.48
"Amostra 18880";140.12;31.21;-7.04
"Amostra 18881";4.08;83.46;5.67
"Amostra 18882";77.71;9.66;-0.81
"Amostra 18883";99.45;111.52;-11.56
"Amostra 18884";22.9;82;3.84
"Amostra 18885";151.62;16.21;2.31
"Amostra 18886";89.39;46.46;-9.74
"Amostra 18887";74.45;75.63;-7.46
"Amostra 18888";47.06;93.44;-16.14
"Amostra 18889";183.52;105.21;11.26
"Amostra 18890";66.48;36.48;-11.26
"Amostra 18891";38.69;11.88;-13.51
"Amostra 18892";45.69;86.31;20.24
"Amostra 18893";58.62;59.33;-0.61
"Amostra 18894";62.05;78.16;-7.46
"Amostra 18895";21.48;29.91;1.19
"Amostra 18896";96.76;174.45;-13.38
"Amostra 18897";51.34;32.21;5.13
"Amostra 18898";25.39;8.11;-3.63
"Amostra 18899";216.42;103.12;14.88
"Amostra 18900";204.37;282.17;-11.78
"Amostra 18901";22.71;49.47;21.04
"Amostra 18902";33.28;31.27;-7.88
"Amostra 18903";8.13;52.41;12.95
"Amostra 18904";16.55;75.22;-3.01
"Amostra 18905";43.42;36.85;9.04
"Amostra 18906";34.56;59.76;-2.23
"Amostra 18907";60.1;36.6;-3.56
"Amostra 18908";18.1;72.32;-12.43
"Amostra 18909";89.03;60.28;-16.34
"Amostra 18910";6.55;62.57;8.6
"Amostra 18911";23.62;60.31;4.32
"Amostra 18912";14.65;18.49;-9.12
"Amostra 18913";133.79;96.76;-2.91
"Amostra 18914";38.13;64.93;-21.97
"Amostra 18915";11.34;122.02;6.7
"Amostra 18916";137.63;10.88;20.23
"Amostra 18917";11.59;96.97;-6.66
"Amostra 18918";161.63;68.23;10.34
"Amostra 18919";111.32;134.48;4.99
"Amostra 18920";17.09;135.38;8.98
"Amostra 18921";70.63;23.61;8.89
"Amostra 18922";118.28;19.71;-5.27
"Amostra 18923";138.62;6.69;-3.02
"Amostra 18924";8.7;109.09;12.67
"Amostra 18925";23.73;149.82;-2.65
"Amostra 18926";0.33;242.99;-2.38
"Amostra 18927";33.5;35.72;-6.87
"Amostra 18928";53.21;206.89;16.51
"Amostra 18929";129.28;55.98;6.24
"Amostra 18930";30.35;44.39;-2.79
"Amostra 18931";53.92;150.42;-3.92
"Amostra 18932";49.87;112.69;1.8
"Amostra 18933";76.73;78.1;-9.63
"Amostra 18934";21.85;201.81;-1.93
"Amostra 18935";136.98;10.48;1.38
"Amostra 18936";76.86;105.41;-6.82
"Amostra 18937";103.46;69.14;11.65
"Amostra 18938";63.23;157.79;11.54
"Amostra 18939";140.59;39.36;5.75
"Amostra 18940";165.14;272.26;6.46
"Amostra 18941";15.63;27.66;-12.41
"Amostra 18942";118.16;5.73;-13.06
"Amostra 18943";4.32;22.81;4.03
"Amostra 18944";76.48;195.61;3.8
"Amostra 18945";17.74;132.54;3.73
"Amostra 18946";21.01;73.29;-3.83
"Amostra 18947";150.36;55.78;-3.51
"Amostra 18948";19.34;101.09;-7.78
"Amostra 18949";10.95;94.64;-15.68
"Amostra 18950";68.14;109.6;-5.47
"Amostra 18951";51.39;3.39;-5.68
"Amostra 18952";130.82;84.63;11.11
"Amostra 18953";36.19;208.01;21.53
"Amostra 18954";20.15;76.15;13.25
"Amostra 18955";122.08;157.46;-2.01
"Amostra 18956";19.39;17.2;-8.17
"Amostra 18957";57.78;39.5;-6.33
"Amostra 18958";139.03;154.62;0.08
"Amostra 18959";94.7;86.49;9.55
"Amostra 18960";48.4;220.86;7.05
"Amostra 18961";37.82;22.96;5.48
"Amostra 18962";20.48;31.2;-14.77
"Amostra 18963";133.2;42;-4.24
"Amostra 18964";0.69;40.01;9.84
"Amostra 18965";14.27;2.58;5.96
"Amostra 18966";59.52;27.34;-10.77
"Amostra 18967";79.81;6.96;-1.1
"Amostra 18968";175.46;50.81;-4.4
"Amostra 18969";108.75;84.66;-8.91
"Amostra 18970";115.31;127.71;-6.33
"Amostra 18971";49.35;291.9;-10.37
"Amostra 18972";9.94;13.02;1.29
"Amostra 18973";209.87;143.92;-9.27
"Amostra 18974";115.9;47.6;0.48
"Amostra 18975";35.18;105.21;3.76
"Amostra 18976";59.09;40.25;-17.83
"Amostra 18977";47.02;58.71;-18.11
"Amostra 18978";71.2;32.26;-0.41
"Amostra 18979";69.61;20.18;20.43
"Amostra 18980";143.37;113.18;10.81
"Amostra 18981";69.53;134.78;-0.66
"Amostra 18982";135.75;17.08;-7.23
"Amostra 18983";119.28;12.21;11.92
"Amostra 18984";57.46;83.05;-7.76
"Amostra 18985";88.62;62.91;-8.71
"Amostra 18986";16.12;177.66;2.22
"Amostra 18987";93.54;38.49;-0.95
"Amostra 18988";28.45;75.56;-18.51
"Amostra 18989";55.62;37.43;8.9
"Amostra 18990";49.72;252.09;7.84
"Amostra 18991";141.23;44.94;-0.62
"Amostra 18992";3.59;194.29;-8.53
"Amostra 18993";180.22;151.6;-8.65
"Amostra 18994";249.94;155.02;1.09
"Amostra 18995";122.5;160.99;-5.06
"Amostra 18996";204.6;107.81;-4.22
"Amostra 18997";14.95;20;15.45
"Amostra 18998";49.49;166.03;-17.24
"Amostra 18999";32.34;105.2;-0.32
"Amostra 19000";102.77;23.96;-4.12
"Amostra 19001";64.07;195.86;10.22
